1054,3144,1001,3078,1042,3340,
3111,3078,1055,3087,0,3361,
3144,3035,3078,1053,3087,3361,
3153,3111,0,1054,3087,3361,
3078,1037,1038,3087,1018,3361,
3140,2043,3111,1036,3087,3361,
3153,3155,3087,3035,1011,3361,
3031,1324,1037,3078,3087,3341,
3053,3078,1038,3111,3087,3362,
3153,1319,3087,3035,3031,3341,
0,3047,1055,3078,0,3361,
1054,3078,1029,3087,1037,3361,
3144,1304,3031,3078,3155,3361,
1054,3078,3087,0,0,3340,
1054,3078,3087,1001,0,3361,
0,1053,1054,1001,3078,3361,
3111,3057,1054,3044,3087,3340,
3087,2003,1054,1028,1036,3361,
1038,3111,3087,1054,3078,3361,
3087,3078,0,1054,1001,3361,
3153,3078,1319,3087,0,3361,
3078,1038,1001,1037,3087,3340,
3031,0,3111,3026,3078,3361,
3031,3078,3006,1055,1028,3361,
3078,1018,1316,1054,1037,3341,
3078,3087,3111,1038,0,3340,
2049,2049,0,0,0,3340,
3078,0,3111,1054,1018,3340,
3031,3087,3047,0,0,3340,
3031,3078,1324,3102,1028,3340,
3086,2003,1001,1054,1028,3340,
1011,3087,3111,3031,1031,3341,
1055,1055,3044,3086,2003,3341,
1011,3087,3078,1031,3031,3341,
1055,3087,1324,0,0,3341,
1055,3087,3111,2044,0,3341,
1055,3031,3078,1029,1001,3341,
3144,3087,1037,3111,1055,3340,
1054,3087,1038,1001,1037,3341,
3031,3078,3111,1053,1036,3340,
3144,3087,3111,3031,1055,3341,
3153,3087,3031,1042,0,3340,
3072,3087,3006,3031,1036,3340,
3031,3087,1038,3111,1053,3340,
1055,3087,3111,3155,1028,3340,
3078,3087,1304,1055,1053,3340,
3153,3087,3031,3111,0,3340,
3144,3087,3047,3031,1042,3340,
3087,3072,3031,3035,1053,3340,
1055,3087,1037,1037,1036,3340,
3047,3087,0,0,2003,3340,
3742,3087,1324,3072,3031,3340,
1055,1053,3031,1001,3742,3340,
1055,3087,3111,3072,3211,3340,
3742,3072,3087,3031,3111,3340,
3102,0,3111,3087,3031,3340,
1055,3087,3031,3006,1036,3340,
1055,3031,3072,1011,3111,3340,
1055,3087,3031,1028,1001,3340,
3072,1011,3111,3087,0,3340,
3072,3087,1011,1029,1001,3340,
3931,3078,3742,3026,1324,3361,
3153,3931,3022,0,3047,3361,
1055,3044,3086,3087,0,3340,
3031,3153,3111,3078,1036,3341,
3087,3078,1055,0,0,3341,
3087,3053,3078,3031,3102,3341,
3144,1055,1036,3087,3006,3340,
1055,3078,1038,3087,1037,3361,
1055,3111,1042,1055,3087,3361,
1055,3031,3087,3111,0,3341,
1055,1055,3087,3047,3086,3361,
1055,3078,3102,1324,3087,3361,
1055,1320,1018,0,3087,3361,
1055,3087,1038,1018,3111,3341,
1055,3087,3111,3078,1038,3341,
3031,3087,3111,0,0,3361,
1038,3087,3111,3078,1018,3361,
3153,3078,1031,3031,3087,3340,
3031,0,1055,3087,0,3340,
3031,3087,1055,1053,0,3340,
0,1018,3087,1055,0,3340,
3153,3087,3044,3057,1001,3340,
2043,3087,1055,3078,1038,3340,
1055,3078,3111,3031,0,3340,
3087,3078,1055,1038,0,3340,
0,3078,1055,3087,1038,3340,
3078,3087,1055,1018,0,3340,
