3157,3158,3070,1052,0,3341,
3157,3716,3158,1058,1026,3341,
0,0,0,0,0,0,
3708,3027,1058,2043,3158,3341,
3157,3027,1324,3001,0,3341,
1026,0,3716,1001,0,3341,
3708,1001,3070,1026,0,3340,
3724,1058,1001,0,0,3341,
3708,3027,3001,1058,0,3340,
3716,3027,3285,1026,0,3341,
3027,3020,1052,3724,0,3341,
3135,3157,3158,3285,3724,3361,
3158,3157,3724,3001,3089,3361,
3724,3157,3089,1052,1058,3361,
0,0,1001,3724,3089,3340,
3089,3135,3724,1334,0,3340,
3724,3157,3158,1058,3135,3361,
3724,1058,1052,1001,0,3340,
3089,0,3116,3724,3158,3361,
3089,3135,0,3724,3116,3361,
3724,3089,3020,0,0,3340,
3716,3027,3089,2044,0,3341,
3724,3040,1324,1058,1052,3341,
3716,3157,3070,1026,1001,3341,
1058,3070,3708,1052,1026,3340,
3708,3027,1001,2043,1058,3341,
3716,1001,3070,1026,1052,3341,
3020,3040,1026,3716,3027,3341,
3716,3089,3285,2043,3027,3364,
3716,3027,0,3191,0,3341,
3040,3157,3716,1334,3089,3364,
3724,2003,1029,1052,0,3340,
3724,3027,1001,1058,0,3340,
3724,3089,1026,3003,3020,3361,
3716,3027,1052,3020,0,3361,
3716,1052,3027,1052,0,3361,
3716,3285,0,3020,1052,3361,
3716,0,3089,3001,3020,3361,
3716,3285,0,3001,3020,3361,
1058,3001,1026,3716,3020,3341,
3716,3001,3070,1314,3285,3341,
3716,3001,0,1001,3113,3340,
