3401,2010,2049,2043,3117,3364,
3401,2010,2049,0,0,3341,
3401,3110,3067,3211,2043,3341,
3401,1329,2049,3110,3067,3364,
3401,3050,2049,2010,0,3364,
3401,3117,2049,0,2043,3341,
3401,2010,2049,2043,3801,3364,
3401,3800,2049,3117,0,3364,
3401,1033,2049,3801,2043,3364,
3401,1329,2049,2043,3082,3364,
2010,0,3097,3067,3117,3341,
2049,3190,3060,1027,3117,3341,
3117,2045,3401,2043,1033,3364,
3117,2045,3401,3105,1028,3364,
3117,2045,3401,2010,0,3364,
3117,2049,3800,2043,1028,3364,
1329,2045,3800,2043,3102,3364,
3302,2049,0,1028,0,3364,
3117,2049,3401,1028,0,3364,
3117,2045,3401,1028,0,3364,
1329,2045,3401,3102,2043,3364,
3117,2049,3190,2043,1028,3364,
2049,0,3302,3117,2010,3341,
2049,3190,0,1329,3097,3364,
3190,2049,3302,3117,2010,3341,
2049,1329,3097,2010,3067,3341,
2045,3190,1031,3050,1329,3364,
3800,3190,2043,2049,3117,3364,
2044,2010,3302,1001,0,3341,
3190,3401,3028,0,3117,3364,
2049,3401,2010,3117,0,3364,
2049,3105,3302,3117,3024,3341,
3302,3117,2043,3082,1011,3341,
3117,2010,3067,3097,0,3341,
2049,3024,1052,3117,3190,3364,
2045,3050,3117,0,3190,3364,
2045,3050,0,3117,3190,3364,
2049,2010,3117,0,0,3341,
0,1028,3117,3302,3190,3364,
3302,2049,3117,0,3190,3341,
2049,3050,3117,2043,3800,3364,
2049,3024,0,3117,1052,3341,
2049,3050,1329,0,3190,3364,
3401,3143,2043,3117,3801,3341,
3401,3800,2049,3082,0,3364,
