1056,1056,3165,3020,1026,3341,
3065,0,3725,1319,3110,3361,
3143,2043,3725,3047,1033,3341,
3143,3075,1319,3725,1028,3364,
3143,0,3047,1029,3725,3341,
3143,0,3065,1324,3725,3341,
3143,2043,3725,1319,1031,3341,
0,3065,3725,3111,0,3341,
0,2043,3047,3725,3110,3341,
3110,3057,3725,1319,3065,3364,
3742,3057,3725,3110,3047,3364,
3165,2010,1056,1334,3001,3341,
1056,3100,1056,1334,0,3341,
1334,3157,3165,1026,0,3341,
3157,3165,3020,1056,2041,3340,
1056,3285,3100,1052,0,3340,
1058,3285,3001,3100,3020,3340,
3157,3165,1314,3089,3135,3340,
1056,1026,3111,3285,1058,3340,
3100,0,3001,3020,0,3340,
1056,3285,3100,3020,1026,3340,
1056,3285,1001,2003,1057,3340,
3157,3285,3100,1058,3135,3341,
3157,3089,3100,1026,3020,3364,
3100,3020,0,0,0,3340,
1056,3001,3020,3165,1052,3341,
3082,2003,1028,3111,0,3341,
3065,3001,3110,3725,3047,3341,
3065,2139,3725,3047,3110,3364,
1011,3047,1029,3725,1029,3341,
2041,3027,2003,3020,2139,3340,
3725,1324,3024,1029,1029,3341,
3725,1324,1058,3113,0,3341,
3725,1324,3110,3105,3067,3341,
3725,1324,3110,1031,1029,3341,
3725,3190,1324,3110,0,3341,
3725,3190,1324,1027,0,3341,
3143,3190,3725,3111,0,3341,
3725,1324,1058,1052,0,3340,
3725,0,0,0,0,3340,
1314,3165,1026,1052,0,3340,
3725,3065,3110,1011,3211,3341,
3725,3111,1028,1029,2044,3341,
3717,3047,1011,1029,2044,3341,
3725,3111,1011,3082,0,3341,
3190,3111,3082,1011,0,3341,
3725,3047,3082,2044,0,3341,
3725,2045,3190,3110,1029,3364,
3001,3157,3724,3158,1052,3341,
3285,3157,3135,3724,1334,3364,
3724,3157,1052,3158,1058,3341,
1334,3157,3724,3285,3001,3341,
3001,3157,3285,3724,1334,3340,
1058,3157,3158,3724,0,3341,
0,1058,3158,3724,1052,3341,
3089,3157,3100,1056,3020,3341,
1056,3100,1314,3165,3135,3341,
3089,3001,3165,1314,0,3361,
1056,1052,3165,3100,1334,3341,
0,0,3709,3801,3111,3341,
3165,3057,1334,1056,1056,3340,
2049,1324,3709,3110,0,3341,
2041,3057,2010,3111,3285,3341,
3135,3157,3285,3165,1058,3364,
3050,3190,3111,3709,1011,3364,
1056,3165,2010,0,0,3341,
1056,3165,1058,0,0,3341,
3725,3190,3111,1031,0,3341,
3089,3157,3113,3135,3020,3364,
3165,3157,3100,3135,1314,3364,
3725,3050,1011,0,1324,3341,
3100,3165,1314,3285,3135,3341,
1026,3157,1334,3100,3089,3340,
2041,2003,1058,0,0,3340,
1314,3191,3001,3089,3285,3361,
1056,3089,1001,1052,0,3340,
3089,3157,1334,3708,1058,3340,
3708,1334,3285,3191,1058,3362,
2041,3089,0,3001,3158,3340,
3089,3157,1334,0,0,3340,
3724,1001,0,0,0,3340,
3724,1058,1052,1001,0,3340,
3111,3190,2049,3725,1029,3364,
3725,1324,1031,1029,2049,3341,
3708,1026,3010,0,0,3341,
3724,3111,3065,3110,0,3341,
3725,3111,3065,0,2049,3341,
3709,3111,3110,1011,0,3341,
3725,0,3110,3111,0,3364,
3725,1001,3082,0,0,3341,
3709,1001,3211,0,2049,3341,
3717,1001,0,0,1011,3364,
3708,3075,1057,1319,2049,3341,
3725,3190,2043,1001,3024,3364,
