3110,3156,3053,3071,1319,3361,
3053,3143,3071,1319,3110,3340,
3053,3143,1318,3110,3065,3340,
1054,3748,3067,1318,0,3361,
3211,3143,3110,3071,1031,3361,
3053,3143,3102,3071,1318,3340,
2041,1333,3065,3742,3053,3361,
3110,3078,1001,1031,2043,3340,
3065,3078,3111,3075,0,3340,
3110,1324,3065,3075,1028,3340,
3110,3078,0,3053,0,3340,
3110,3057,3111,3065,3086,3340,
2003,3078,3110,0,0,3340,
3110,3065,3078,1031,1029,3340,
3026,3110,3065,1324,3075,3361,
3065,1001,1029,0,0,3340,
3110,3111,3065,1029,1029,3340,
