3102,3110,3078,3053,1324,3340,
3156,3172,3047,1029,3078,3364,
1324,3801,3156,3078,3211,3341,
3078,1011,3111,3155,1036,3340,
3078,2041,3156,1324,1028,3340,
3078,3111,3144,3155,1043,3340,
3078,3082,3111,3155,3102,3341,
3078,3155,1033,3111,0,3341,
2003,2041,3047,3078,1043,3340,
3078,3110,3155,3111,1011,3341,
2041,3078,1001,1053,1036,3340,
3153,2041,3111,1011,3082,3341,
3153,2041,1324,3024,0,3341,
3153,3078,2041,3024,1029,3341,
3153,2041,3078,1321,1028,3364,
3153,2041,1324,3075,1029,3364,
3144,2041,3078,0,0,3341,
3153,2041,1321,0,0,3364,
3153,3110,3078,3075,3065,3364,
3153,2041,3078,3075,1031,3341,
2041,3078,3155,1324,3211,3361,
