3748,2045,3742,3707,1329,3364,
2043,2049,3707,1029,0,3341,
3742,2049,3707,1329,0,3341,
3211,2045,1329,3707,3742,3364,
3143,2045,3053,1329,3707,3364,
2043,2049,3707,3117,1028,3364,
2043,2045,3117,3707,1011,3364,
3742,2049,3707,3117,1029,3341,
2043,2049,3742,1028,3707,3364,
1011,2045,3707,3065,3053,3364,
3707,2049,3111,3102,3155,3364,
3707,2049,3117,3071,0,3341,
3707,2049,3117,3155,3102,3362,
3074,2049,0,3117,3707,3341,
3707,2049,3117,0,2043,3341,
3707,2049,3083,1329,0,3341,
3707,2045,3035,3156,1324,3341,
3707,2045,3071,1324,3102,3341,
3707,2049,1011,1033,3117,3341,
3707,2049,3117,2003,3211,3341,
2044,3157,0,0,0,3340,
2049,3707,1033,3117,0,3341,
2049,3155,1329,3707,0,3341,
2044,3035,3117,3707,1038,3340,
2049,3748,3707,3035,1334,3364,
3748,3157,3707,3035,3053,3341,
2049,3035,3117,3707,2003,3341,
2045,3707,3035,1334,3044,3364,
2049,3117,3707,1036,0,3341,
2045,1329,3707,3035,3067,3364,
2049,3053,3707,3026,0,3364,
2049,3190,3707,0,1324,3364,
2049,3143,1324,3707,3071,3364,
2049,3190,3117,3707,1037,3364,
2045,1324,3707,3053,3026,3364,
2049,3190,3117,0,0,3364,
2049,3143,1324,3211,3801,3364,
2049,3190,3714,3801,3211,3364,
2049,3707,3801,1033,0,3341,
2049,3190,1329,3143,3801,3364,
2049,3190,3083,3111,3709,3341,
2049,3709,1031,0,3111,3341,
2049,3190,3117,3075,3709,3341,
2049,3190,1324,3709,1028,3341,
2049,3709,1029,1011,3047,3341,
2049,3111,0,3709,3742,3341,
2049,3748,3709,1033,3111,3341,
2049,3111,3709,1028,0,3341,
2049,3742,1011,3709,1324,3341,
2049,3709,1011,1324,3075,3341,
3748,2049,3117,3717,3801,3341,
2003,2049,3709,3117,1006,3341,
3748,2049,3117,3709,3067,3341,
3748,2045,3709,1329,3071,3341,
3748,2049,3707,3044,3117,3341,
1028,2049,3709,3117,3044,3341,
3748,0,3707,2049,3117,3341,
3748,2049,1329,3707,3071,3341,
3748,2049,1329,3707,3071,3341,
3748,2049,3111,3709,3082,3341,
2049,3748,3714,1324,1031,3341,
2049,3143,1324,3714,1031,3341,
3074,1028,3714,1001,1036,3361,
2049,1011,3105,1001,1033,3341,
2049,3117,3714,3742,0,3341,
0,3117,0,0,3714,3361,
1028,2043,3714,3117,1031,3361,
3707,2003,1011,0,0,3340,
2049,3714,3117,1011,1029,3341,
3742,3082,3714,1011,0,3361,
2045,3707,3071,3742,3102,3341,
2049,3117,3707,3742,1028,3341,
2045,3717,3111,3071,1011,3341,
2049,3707,1011,0,0,3341,
2049,3707,3071,3102,0,3340,
2049,3707,3044,3067,0,3341,
2049,3707,3071,0,0,3341,
3707,0,0,0,0,3340,
2049,3707,3102,1029,0,3341,
2049,3707,3742,3211,0,3341,
2049,3707,3111,3071,1037,3341,
2049,3707,3117,3211,1006,3341,
2049,3707,3117,2043,0,3341,
2049,3707,3117,3071,3155,3364,
2049,3707,1319,3044,0,3341,
2045,1324,3071,3707,3082,3364,
2049,3707,1001,0,0,3340,
2049,3155,0,3707,3117,3341,
2049,3047,3075,3707,3001,3341,
2049,2003,2044,1001,3707,3341,
2049,3707,1011,3211,1001,3341,
2049,3082,1028,3707,3111,3341,
2049,3155,3111,3707,1011,3341,
2049,0,3044,3155,3117,3341,
2049,3707,1001,3082,0,3341,
3709,3053,1001,1028,2049,3341,
3709,3111,3082,1011,2049,3364,
3706,1028,0,0,0,3340,
3709,1029,1011,0,2049,3364,
3709,3143,3111,1031,2049,3341,
3707,1031,1029,3111,2049,3364,
3707,3111,3211,1028,2049,3341,
3709,0,3111,3211,2049,3364,
3707,1324,3211,3075,2045,3364,
3709,3083,0,3111,2049,3341,
3707,3143,3035,1329,3155,3364,
3190,3143,1329,3707,3801,3341,
3707,1329,3071,3742,3102,3341,
3707,3143,1329,3105,0,3341,
3707,1329,3742,1011,1029,3341,
3707,3117,1028,0,0,3340,
3707,3748,3742,0,3117,3341,
3709,3748,3742,1329,3102,3364,
3709,1324,1028,0,0,3341,
3709,3117,3742,0,0,3341,
3082,3707,3071,1011,1329,3364,
3117,3707,1028,0,0,3340,
3143,3707,3102,3044,1324,3364,
3143,3071,3707,1031,3117,3340,
3143,3707,3071,3075,1319,3364,
3047,3707,3071,1029,2003,3340,
3143,3748,3071,3707,3117,3340,
3143,3707,3068,3075,1319,3362,
3117,3707,3044,3067,0,3340,
3143,3707,3155,1028,3117,3341,
3707,3117,1011,1031,2049,3341,
3742,1011,1329,3714,3053,3341,
3075,3143,3117,3714,3742,3364,
1011,3748,1329,3714,2043,3341,
0,3748,1329,3714,0,3341,
3143,3190,1324,3707,3102,3364,
3715,0,1001,1036,1036,3341,
3067,0,1329,3714,3044,3341,
3706,0,3117,1036,1036,3340,
2003,3714,3117,0,0,3341,
3102,3707,3117,3082,1011,3341,
3707,3190,1319,3071,1028,3341,
3053,3026,1324,3065,3723,3364,
3723,3211,1324,3143,3067,3341,
0,3143,1001,3725,0,3341,
3723,3143,3111,3102,3071,3341,
3102,3143,1031,3723,3111,3364,
3723,1324,1029,1011,1029,3341,
3723,3143,1324,3102,1011,3364,
1324,3143,3723,3102,3742,3364,
3723,1031,1001,0,0,3341,
